Xvar,Yvar
1.1872742688228075,0.8403038049079418
-0.5808038013821952,0.679972642441246
-0.10607360907330232,-0.15015950307737858
0.6635865554814562,0.18140316459952743
-0.43724920290739444,-0.5716308942539374
-1.11994510286919,-0.06826278700420563
-0.5200024060535526,-0.6111797290244858
1.216264232526517,0.2900817649639048
-0.6354343968796806,-1.9904097585899567
-0.668020013749038,-0.788497397314291
-0.6040356666313795,-0.498812108401518
-0.3843390552081299,0.2116900356186316
0.32411572369201014,0.02174835242039741
-0.5581498067940097,0.5406627820784745
0.8044206524784673,-0.07897074700172246
-0.3207433474867201,-1.2416349723437223
0.9448488652786359,0.2871041047097168
0.154938420242554,0.24509457049146227
0.8620588647709894,-0.6351600194813342
0.6512457737990045,-1.7341954186412878
0.9030595803647735,0.22821065197062385
-0.2123025817515626,0.1280748361241488
-0.24924951402643086,-1.215272606988872
-1.530103951350164,-1.3032977621933362
-1.2348578079914263,0.3665186058912304
-0.15117044084553602,-0.5078204977210988
0.823473449330942,1.6778978100772157
1.5172307275274481,0.14581718477344696
-0.4847224661258229,-0.1932846854218253
-1.9266283158430104,-0.4508713460603113
0.5560475564313714,-0.3238499603841547
-0.8261741578371704,0.5923284172868937
0.013160612796382698,-1.4405425589282244
-1.1634848323984808,-0.2193522699180745
-0.05675953168108999,-0.5175275921095586
-1.3985880944038922,0.14910499835968838
0.6508257373535307,1.478225301203562
-1.5110479176870202,-1.167976448800545
0.767699079855053,1.1847635270843757
-0.3881147720374599,0.8603865327191321
-0.14887357191135153,1.1781406920234185
0.39683757154186017,1.2415746447625118
0.38250601550619867,0.4372842286086014
0.1656386997163069,1.0473941726711586
1.0564536569051137,1.633028594534435
1.5930235270065984,-0.5464313762948954
0.44454021048722947,0.2667322644232819
0.6896115206276956,0.05381029144667654
0.8221810490594058,-0.2844845090255278
0.21424898284479021,0.18527528215630795
0.05175727525425122,2.205942196894494
0.7252661546824076,0.17525968437215045
-0.9189019085778022,-0.7260442337083796
0.37214210928055136,-0.04416998008358028
-1.8026855269858546,0.29827210838685203
-0.04808932737011985,0.24348806524199895
-0.6275287752986879,-0.07308869330185497
0.12116124617096512,-0.024559468936376463
-0.6902486456577202,-0.8876995100131424
0.2786416909437736,-0.37064908925371526
0.05216710506498948,-0.29731070604203036
-1.3569220060392524,-1.0442645267692179
1.6761988881636336,0.11156366041464338
-1.5194377061808537,-2.297527757410207
1.2250565246476546,-0.3186462690589321
0.524269212505453,0.5849878451424447
-1.84873883710109,-1.0128151557195724
0.13926211067651248,0.1422719916033354
0.02404554099896583,0.44159964032327464
-0.8039025210716827,-1.6125080513705945
1.2167346611873142,1.0403483206725561
1.0141677157376874,0.21601830557417057
-0.8279934941061573,0.160593588997902
1.0629757329438607,-0.23061132441528476
-1.0673361083365887,-0.5136821818331894
1.2594382457789555,0.7365098139735233
0.8588758376193584,2.0502208680831373
-0.2507922005632247,0.42281455407883173
-0.13456494522198215,0.03918275274608733
-0.11136495983114814,-0.5550406784364935
-0.361755558630964,-0.45800051868854796
0.5170146576734826,1.378392274821582
-0.8863933456332965,-1.0856732554251014
-0.5380584756057083,0.13387814640546877
0.11287239356445727,1.0794588595539458
0.7707343709198217,-0.5400945858048182
0.047687431182633966,-1.7107497325100454
-1.5217333758673404,-1.717798279112776
-1.02744959728679,-1.0459778574204814
-0.023374629750116505,1.2387309673963278
0.2812556368195739,0.8807426302575091
-0.963052081013948,-0.2256770315412034
0.02507268209069835,0.8036681522060635
0.44255855495236046,0.40422591403407976
0.3566878525960188,0.2396405903331297
1.7011125385768757,0.5762028207824424
2.105317780505912,0.898729859787475
-0.5081475555246434,0.37781490300460097
-1.1441354352765223,-1.924927165303
0.10426051714894172,-0.26005947450168
-1.4527819638807449,-0.0018855253886483903
-0.2597443236121344,0.44766310946818866
1.2859392869231674,-0.15910567901662565
0.9387489482835767,0.26290400265958797
-0.10359992650188636,0.2720860570402365
-0.6624007945259102,0.04529969841165882
-0.3484686557724331,-1.2321058033523928
-0.14766184163706075,2.381587595234018
-0.1589389216585984,-0.24502841430966216
-0.7170547798886637,-0.7804821068771124
-0.6356366082793601,0.16995617565832588
1.975316872753012,1.2312618140048581
-0.6263587463723275,0.30802647299466485
-0.6664226964884546,-0.016921714725095627
-0.7842827726905701,0.6334827394663018
-1.4605263905483445,-0.6666319149631033
-1.2382864598931966,-1.268640973671938
-1.6773730952091408,-1.4549123726416489
0.96040521987831,0.17050548018122808
2.034525643379285,1.7683793980642493
0.06539337114686086,-0.027703453285718934
-0.5963891455136736,0.019636276778952244
-0.308341266141435,-0.007123551699621505
0.49955314708001286,-0.6945372570409362
-0.01981416205832154,-0.8334839959295891
2.673541843960625,1.6277630764367448
-0.4782141501639427,0.4382790928189551
-1.2662512393332344,-0.23698587340693877
2.844953243054999,1.7517992446743214
0.2732029371501995,0.7515622604207332
1.2962239801689943,0.1703209715951164
0.6300713061435557,-0.9135913518357741
0.08045850222898925,-0.007898869720568039
-0.9075561665579649,-1.3049252168938625
0.5450522466885783,1.1733116945652693
-0.3090169305116205,-0.9414111285129204
0.345793351886038,0.7538116312963222
-1.6925599083188025,-1.8512555453434056
-1.6631321846843994,-0.08670682632686988
-1.6618476594468583,0.12463407341333255
-0.004378894997349121,0.09175415240291135
0.4919025912182987,0.1547771565014998
-0.21833497199205226,0.9549242364354831
-0.5239308310381621,0.22515621154050516
0.37713033025209575,0.7166199782662893
-0.40160827465287446,-1.2185127598088459
-1.4342624814789418,-1.8032618544778891
1.2670779581989513,0.7155263291459966
-0.9582677035210062,-0.9017039649255446
-0.07269139509165258,2.8057045142396153e-4
-1.1496172093306674,-0.16497320479191252
-0.2734882359602187,0.1754145791149871
0.7194712987658307,0.8582145693009493
1.124848858972203,2.170171465645738
-0.26716554894967726,-0.7104208217268532
-0.6441792253117511,-1.3273304622516202
0.7369514793642344,0.09093476313783228
0.23163867019262555,0.38908361189946816
-0.28378378723241393,0.054635179784103496
0.7590142281837056,1.3002788101938385
-1.3999619128537386,0.4738496742624765
1.6349596877759,0.9382312608123229
-0.497075980846456,-0.09452421043180215
-0.9088217904510517,0.9504286281708229
0.9398612810408631,-0.4197136682717684
-1.2698021521940306,-0.5495854176910533
-0.450350856261469,-1.5358503401927557
0.3174335758544107,0.2010390465029683
-1.0448859683996936,-0.03666206950409878
0.3748591513769167,0.5971173368796103
-0.6528407683074511,-0.15059068029366957
-0.7455407052810425,-0.5163964118047821
0.917926892507648,1.5447818598445664
0.2584746661601137,0.5393049967803942
2.3687978230007114,0.13814747750100587
0.9810393722158144,1.4440251372226294
0.05409438403688162,-0.00998438689135843
-1.7444828816877367,-0.6430708446383805
0.17029135868200626,-0.4046887322045074
0.473263703449237,0.49952992457974904
-0.059999065237218485,-0.6080841463040649
-0.43205718180522446,1.0249765279610359
0.20992390780854975,0.5479269932088947
-0.3087134534299474,0.4144725968284344
-0.0988358323095434,-0.7016230096479652
0.6311050857199683,0.8028342656846634
0.5867078568330295,0.9395196416003364
-1.2955199476405745,-0.1757388733736187
-1.9306282064972113,-1.2069714976448989
0.9420954968445674,2.0532588246919716
-0.9762566616009853,0.30769427357128526
-0.5921220831499063,0.32454335478518515
